 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,SALLEU_P3_R1_W_00001.jpg,1.6,16.3,5.0,16.3,5.0,8.5,14.9,4.5,2.5,1.0,2.1,0.9,6.5,0.3,2.6,3531,1232,6.6,1.0,2.3,0.4,0.9
2,SALLEU_P3_R1_W_00001.jpg,29.6,1.0,15.0,1.0,15.0,92.6,0.0,7.5,2.0,15.1,16.9,2.2,90.0,0.0,15.2,1,5350,82.7,2.0,7.6,0.1,1.0
3,SALLEU_P3_R1_W_00001.jpg,1.5,10.3,8.6,10.3,8.6,7.3,8.8,8.2,2.5,0.9,2.1,0.9,176.7,0.3,2.5,2096,2045,176.6,0.9,2.4,0.4,0.9
4,SALLEU_P3_R1_W_00001.jpg,1.1,15.6,10.1,15.6,10.1,7.8,14.7,9.7,2.0,0.8,1.8,0.8,3.0,0.2,2.0,3479,2440,176.0,0.8,2.3,0.4,0.9
5,SALLEU_P3_R1_W_00001.jpg,1.3,10.9,15.3,10.9,15.3,7.1,9.8,14.8,2.4,1.0,1.9,0.9,6.6,0.3,2.4,2334,3657,5.9,1.0,2.3,0.4,0.8
6,SALLEU_P3_R1_W_00001.jpg,1.4,15.2,17.6,15.3,17.6,7.0,13.9,17.1,2.4,1.0,2.0,0.9,1.9,0.4,2.4,3287,4211,3.5,1.0,2.2,0.5,0.9
7,SALLEU_P3_R1_W_00001.jpg,0.0,7.1,24.9,7.1,24.9,0.5,7.0,24.8,0.2,0.1,0.2,0.1,166.5,0.4,0.2,1658,5882,156.0,0.1,2.1,0.5,0.8
8,SALLEU_P3_R1_W_00001.jpg,0.0,14.0,26.7,14.0,26.7,0.5,14.0,26.7,0.1,0.2,0.2,0.1,105.7,0.6,0.2,3314,6319,121.4,0.1,1.4,0.7,0.9
