 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,MALLAU_P6_R1_W_00001.jpg,17.7,15.7,4.7,15.7,4.7,26.3,9.7,3.1,10.5,3.0,8.4,2.7,176.8,0.3,10.6,2304,960,177.9,3.0,3.1,0.3,0.8
2,MALLAU_P6_R1_W_00001.jpg,11.6,6.2,10.0,6.2,10.0,20.6,1.4,8.9,8.5,2.3,6.8,2.2,179.0,0.3,8.5,328,2349,178.9,2.3,3.2,0.3,0.9
3,MALLAU_P6_R1_W_00001.jpg,23.5,0.8,18.5,0.8,18.4,81.0,0.0,11.0,1.7,15.1,16.8,1.8,90.0,0.0,15.1,0,6191,85.6,1.7,9.4,0.1,0.9
4,MALLAU_P6_R1_W_00001.jpg,13.6,16.6,14.5,16.6,14.5,21.7,11.5,13.2,9.0,2.6,7.3,2.4,176.5,0.4,9.1,2717,3404,176.1,2.6,3.0,0.3,0.9
5,MALLAU_P6_R1_W_00001.jpg,12.8,6.7,19.3,6.7,19.3,21.0,1.9,18.0,8.3,2.6,6.8,2.4,3.1,0.4,8.3,448,4543,1.4,2.6,2.8,0.4,0.9
6,MALLAU_P6_R1_W_00001.jpg,0.3,21.2,23.4,21.2,23.4,18.1,21.1,19.4,0.1,8.2,8.9,0.0,89.6,0.0,8.2,5012,6543,89.4,0.1,215.5,0.0,0.7
7,MALLAU_P6_R1_W_00001.jpg,12.7,15.7,24.7,15.7,24.7,21.6,10.5,23.3,8.9,2.6,6.9,2.3,173.1,0.3,9.0,2496,5764,173.3,2.6,3.0,0.3,0.9
8,MALLAU_P6_R1_W_00001.jpg,0.0,14.2,26.7,14.2,26.7,0.5,14.2,26.7,0.1,0.2,0.2,0.1,107.7,0.7,0.2,3361,6321,123.3,0.1,1.4,0.7,0.9
