 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,ARTCAL_P7_R1_W_00001.jpg,0.3,17.3,4.5,17.3,4.5,5.5,16.5,4.1,1.4,0.7,0.9,0.3,19.8,0.1,1.4,3907,1143,14.0,0.7,2.7,0.4,0.5
2,ARTCAL_P7_R1_W_00001.jpg,0.2,10.4,8.9,10.4,8.9,5.3,9.7,8.4,1.2,1.0,0.8,0.3,27.5,0.1,1.4,2295,2214,43.6,0.7,2.8,0.4,0.3
3,ARTCAL_P7_R1_W_00001.jpg,33.0,2.4,18.1,2.4,18.2,113.7,1.0,10.6,2.8,15.1,16.9,2.5,88.0,0.0,15.2,259,6083,80.1,2.3,6.8,0.1,0.9
4,ARTCAL_P7_R1_W_00001.jpg,0.1,16.2,12.8,16.2,12.9,4.3,15.6,12.5,1.0,0.6,0.7,0.3,11.6,0.1,1.1,3688,3076,24.8,0.6,2.4,0.4,0.4
5,ARTCAL_P7_R1_W_00001.jpg,0.0,3.6,14.4,3.6,14.4,1.2,3.6,14.2,0.1,0.4,0.4,0.0,87.7,0.1,0.4,856,3473,83.5,0.0,12.0,0.1,0.6
6,ARTCAL_P7_R1_W_00001.jpg,0.2,10.7,16.5,10.7,16.5,4.1,10.1,16.2,1.0,0.7,0.7,0.3,31.6,0.1,1.0,2389,3995,20.2,0.5,2.6,0.4,0.5
7,ARTCAL_P7_R1_W_00001.jpg,0.0,3.5,19.8,3.5,19.8,1.5,3.4,19.6,0.1,0.5,0.5,0.0,87.9,0.1,0.5,814,4756,86.1,0.1,15.3,0.1,0.5
8,ARTCAL_P7_R1_W_00001.jpg,0.0,3.4,20.9,3.4,20.9,1.4,3.4,20.7,0.1,0.5,0.4,0.0,87.2,0.1,0.5,806,5016,86.3,0.0,14.4,0.1,0.6
9,ARTCAL_P7_R1_W_00001.jpg,0.0,3.4,21.9,3.4,21.9,1.0,3.4,21.7,0.1,0.4,0.4,0.0,88.2,0.1,0.4,799,5224,83.9,0.1,10.3,0.1,0.7
10,ARTCAL_P7_R1_W_00001.jpg,0.2,12.5,22.2,12.5,22.2,5.0,11.8,21.9,1.2,0.6,0.7,0.3,175.1,0.1,1.2,2793,5254,179.0,0.6,2.2,0.5,0.4
11,ARTCAL_P7_R1_W_00001.jpg,0.0,3.4,22.3,3.4,22.3,1.3,3.3,22.1,0.1,0.4,0.4,0.0,88.4,0.1,0.4,795,5328,85.4,0.1,11.1,0.1,0.6
12,ARTCAL_P7_R1_W_00001.jpg,0.0,3.4,22.8,3.4,22.8,1.6,3.3,22.5,0.1,0.6,0.5,0.0,88.4,0.1,0.6,790,5464,85.7,0.1,17.2,0.1,0.5
