 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,IRIDOU_P1_R1_W_00001.jpg,32.6,10.0,1.8,10.0,1.8,136.3,2.5,0.0,15.2,3.7,16.8,2.5,6.1,0.0,15.2,588,358,177.9,2.3,6.8,0.1,0.9
2,IRIDOU_P1_R1_W_00001.jpg,0.0,21.2,0.5,21.2,0.5,2.0,21.2,0.0,0.1,0.9,1.0,0.0,91.5,0.1,0.9,5032,0,92.1,0.0,24.1,0.0,0.8
3,IRIDOU_P1_R1_W_00001.jpg,0.0,7.2,0.9,7.2,0.9,0.5,7.1,0.8,0.1,0.1,0.1,0.1,107.0,0.6,0.2,1688,192,130.8,0.1,1.2,0.8,0.9
4,IRIDOU_P1_R1_W_00001.jpg,0.0,21.3,1.8,21.3,1.8,1.2,21.2,1.6,0.0,0.4,0.4,0.0,91.4,0.1,0.4,5037,375,95.0,0.0,9.1,0.1,0.8
5,IRIDOU_P1_R1_W_00001.jpg,0.0,21.3,2.5,21.3,2.5,2.5,21.2,2.0,0.1,1.0,1.1,0.0,91.4,0.1,1.0,5036,466,93.7,0.1,26.9,0.0,0.6
6,IRIDOU_P1_R1_W_00001.jpg,27.8,12.0,4.6,12.0,4.6,50.0,0.0,3.7,21.2,1.8,21.0,1.7,1.3,0.1,21.2,0,1297,4.1,1.8,12.5,0.1,0.9
7,IRIDOU_P1_R1_W_00001.jpg,17.4,11.7,7.9,11.7,7.9,44.3,0.6,7.3,19.9,1.3,20.2,1.1,179.9,0.1,19.9,136,1922,1.3,1.2,18.5,0.1,0.9
8,IRIDOU_P1_R1_W_00001.jpg,21.7,11.8,13.5,11.8,13.5,43.7,0.9,12.6,19.7,1.5,19.6,1.4,1.6,0.1,19.7,203,3328,0.9,1.4,13.9,0.1,1.0
9,IRIDOU_P1_R1_W_00001.jpg,19.3,11.7,18.0,11.7,18.0,46.1,0.3,16.3,18.9,4.7,16.8,1.5,8.8,0.1,19.3,71,4972,13.9,2.1,11.5,0.1,0.6
10,IRIDOU_P1_R1_W_00001.jpg,0.4,4.5,25.6,4.5,25.6,57.8,0.0,20.6,21.3,7.0,1.4,0.4,167.3,0.0,22.4,2,4888,161.9,6.6,3.7,0.3,0.0
11,IRIDOU_P1_R1_W_00001.jpg,0.0,20.8,21.0,20.8,21.0,1.0,20.8,20.9,0.2,0.2,0.1,0.1,25.3,0.2,0.2,4922,4995,53.3,0.2,1.3,0.7,0.5
12,IRIDOU_P1_R1_W_00001.jpg,17.0,12.3,22.3,12.3,22.3,44.6,1.6,21.6,19.0,1.4,18.7,1.2,1.3,0.1,19.0,376,5351,2.4,1.3,16.2,0.1,0.8
