 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,ERIKAR_P4_R1_W_00001.jpg,0.5,17.3,3.1,17.3,3.1,4.9,16.4,2.9,1.7,0.5,1.5,0.4,2.4,0.2,1.7,3876,762,4.3,0.5,3.7,0.3,0.8
2,ERIKAR_P4_R1_W_00001.jpg,0.5,10.5,8.8,10.5,8.8,4.3,9.6,8.5,1.7,0.5,1.5,0.4,164.8,0.3,1.7,2274,2014,164.2,0.4,4.1,0.2,0.9
3,ERIKAR_P4_R1_W_00001.jpg,32.4,2.5,19.2,2.5,19.1,136.1,1.3,11.6,2.4,15.1,16.8,2.5,89.4,0.0,15.2,318,6315,81.4,2.3,6.8,0.1,0.9
4,ERIKAR_P4_R1_W_00001.jpg,0.7,16.3,12.1,16.3,12.1,6.1,15.2,11.7,2.0,0.7,1.6,0.6,177.2,0.2,2.0,3614,2837,177.5,0.7,2.9,0.4,0.8
5,ERIKAR_P4_R1_W_00001.jpg,0.0,1.4,12.9,1.4,12.9,2.0,1.4,12.5,0.0,0.8,0.7,0.0,89.7,0.0,0.8,338,3156,88.2,0.0,29.4,0.0,0.5
6,ERIKAR_P4_R1_W_00001.jpg,0.0,1.4,13.6,1.4,13.6,1.3,1.4,13.3,0.0,0.5,0.5,0.0,89.3,0.1,0.5,332,3276,86.5,0.0,18.9,0.1,0.6
7,ERIKAR_P4_R1_W_00001.jpg,0.0,1.4,15.0,1.4,15.0,3.2,1.4,14.4,0.1,1.1,1.1,0.0,89.4,0.0,1.1,328,3680,88.1,0.1,40.7,0.0,0.4
8,ERIKAR_P4_R1_W_00001.jpg,0.5,10.8,15.8,10.8,15.8,4.9,9.9,15.5,1.8,0.6,1.5,0.4,13.7,0.3,1.9,2340,3817,14.8,0.6,3.7,0.3,0.8
9,ERIKAR_P4_R1_W_00001.jpg,0.0,1.4,17.2,1.4,17.2,1.8,1.4,16.9,0.1,0.6,0.6,0.0,89.1,0.1,0.6,324,4152,85.7,0.0,20.4,0.0,0.5
10,ERIKAR_P4_R1_W_00001.jpg,0.3,0.1,23.8,0.1,23.8,17.6,0.0,19.8,0.2,7.8,8.4,0.0,91.2,0.0,7.8,4,4700,91.5,0.1,190.6,0.0,0.6
11,ERIKAR_P4_R1_W_00001.jpg,0.4,13.4,20.3,13.4,20.3,4.4,12.6,20.1,1.6,0.5,1.5,0.4,8.3,0.3,1.7,2981,4853,10.7,0.5,4.0,0.3,0.9
