 ,Label,Area,StdDev,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,IRIDOU_P1_R1_W_00001.jpg,32.569278065,67.561818046,10.035763689,1.826543371,10.040209788,1.798213236,136.344200596,2.480460719,0.000000000,15.199149610,3.703817196,16.819626673,2.465482355,6.141875394,0.022016316,15.209192528,588,358,177.917723470,2.304338398,6.822043013,0.146583655,0.943911911
2,IRIDOU_P1_R1_W_00001.jpg,27.783001919,8.590841190,12.023009918,4.615813953,12.019376377,4.615296145,50.019629555,0.000000000,3.665850961,21.193596348,1.822379304,21.049904621,1.680502470,1.253892927,0.139543011,21.247036126,0,1297,4.064544111,1.800224455,12.525958750,0.079834208,0.906685715
3,IRIDOU_P1_R1_W_00001.jpg,17.435099943,8.582105749,11.674229418,7.876644809,11.672238595,7.876649506,44.306615989,0.573712003,7.259987921,19.902744341,1.286633536,20.243268156,1.096614368,179.901241804,0.111608467,19.908153048,136,1922,1.335607063,1.213075657,18.459787459,0.054171805,0.887070430
4,IRIDOU_P1_R1_W_00001.jpg,21.725415662,8.291109854,11.822621882,13.471715484,11.820029759,13.471793005,43.652980098,0.856349534,12.592134773,19.717131634,1.543960244,19.580637023,1.412704720,1.584084472,0.143268318,19.719669864,203,3328,0.919301392,1.425827729,13.860389041,0.072148047,0.978629224
5,IRIDOU_P1_R1_W_00001.jpg,19.295529894,14.966317243,11.685652995,18.004247014,11.673160317,18.006039745,46.133656905,0.299511413,16.300170440,18.869219042,4.699376260,16.777596993,1.464323628,8.834256139,0.113928088,19.313657162,71,4972,13.914834995,2.090681607,11.457574454,0.087278508,0.587822514
6,IRIDOU_P1_R1_W_00001.jpg,17.014645799,7.987362804,12.288243705,22.250600685,12.286364527,22.250593441,44.649229151,1.586144950,21.569040232,18.970462336,1.421624596,18.726736686,1.156833688,1.273961092,0.107251863,18.986682021,376,5351,2.368455447,1.305875408,16.187924741,0.061774441,0.843509526
7,IRIDOU_P2_R1_W_00001.jpg,32.868473710,68.832320996,10.065146689,2.464906142,10.047412372,2.436537761,128.975893252,2.480460719,0.725576945,15.228678905,3.400087312,16.893876027,2.477195904,4.412193364,0.024829748,15.259824591,588,469,176.338696691,2.316731181,6.819757775,0.146632774,0.945238664
8,IRIDOU_P2_R1_W_00001.jpg,14.021763978,8.579730504,9.449278969,6.580947781,9.454146952,6.581775098,43.472139190,0.759324710,4.686720848,19.615888340,3.033080369,16.913224484,1.055568345,171.790302449,0.093237473,19.744330314,180,1259,173.461085988,1.468414088,16.022860630,0.062410828,0.657227877
9,IRIDOU_P2_R1_W_00001.jpg,16.231750823,7.776145801,8.385919141,10.692772706,8.389088843,10.693114868,44.389633414,0.438720944,8.799729694,19.248881397,2.847467662,15.206110363,1.359118574,175.561216273,0.103517104,19.260417486,104,2314,178.016849060,2.140053348,11.188214669,0.089379765,0.534742426
10,IRIDOU_P2_R1_W_00001.jpg,17.371267505,5.752376257,9.254110931,15.341103713,9.254809551,15.340981680,44.498041717,1.079928476,14.397640194,18.894529865,2.290629542,15.294796157,1.446098693,0.538656193,0.110245171,18.910814677,256,3723,177.622037217,2.200384099,10.576592202,0.094548412,0.559582240
