 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,HETARB_P8_R1_W_00001.jpg,0.5,7.3,0.2,7.3,0.2,29.7,0.0,0.0,14.6,0.3,16.0,0.0,1.2,0.0,14.6,0,88,1.3,0.0,384.8,0.0,0.8
2,HETARB_P8_R1_W_00001.jpg,0.0,7.3,0.8,7.2,0.8,0.5,7.2,0.7,0.1,0.1,0.1,0.1,101.2,0.6,0.2,1707,169,120.5,0.1,1.4,0.7,0.9
3,HETARB_P8_R1_W_00001.jpg,13.5,14.4,9.6,14.4,9.6,21.7,11.0,7.8,6.5,3.5,6.1,2.8,21.0,0.4,6.9,2612,2579,20.0,3.0,2.2,0.5,0.9
4,HETARB_P8_R1_W_00001.jpg,30.5,1.1,18.6,1.1,18.6,159.5,0.0,10.9,2.4,16.6,16.8,2.3,91.3,0.0,16.6,59,6513,85.6,2.2,7.3,0.1,0.9
5,HETARB_P8_R1_W_00001.jpg,0.0,2.0,11.7,2.0,11.7,2.4,2.0,11.2,0.1,1.1,1.2,0.0,91.6,0.1,1.1,473,2648,92.4,0.1,26.9,0.0,0.8
6,HETARB_P8_R1_W_00001.jpg,19.7,7.3,12.8,7.3,12.8,27.3,2.6,11.2,8.9,3.2,8.3,3.0,0.6,0.3,8.9,628,3052,0.5,3.2,2.7,0.4,0.9
7,HETARB_P8_R1_W_00001.jpg,0.0,2.1,12.6,2.1,12.6,0.8,2.0,12.4,0.0,0.4,0.4,0.0,91.0,0.2,0.4,481,2936,97.1,0.0,9.4,0.1,0.9
8,HETARB_P8_R1_W_00001.jpg,0.0,2.1,14.6,2.1,14.6,2.2,2.1,14.1,0.1,1.0,1.1,0.0,91.6,0.1,1.0,493,3336,93.7,0.0,25.4,0.0,0.8
9,HETARB_P8_R1_W_00001.jpg,17.6,15.6,16.6,15.6,16.6,27.0,11.1,15.0,8.4,3.1,7.7,2.9,175.2,0.3,8.5,2624,3810,174.3,3.0,2.7,0.4,0.9
10,HETARB_P8_R1_W_00001.jpg,10.7,7.2,20.9,7.2,20.9,21.5,3.7,19.6,6.6,2.5,5.9,2.3,175.9,0.3,6.6,880,4866,175.6,2.5,2.6,0.4,0.9
11,HETARB_P8_R1_W_00001.jpg,18.3,15.4,22.7,15.4,22.7,26.9,11.7,20.3,7.2,4.8,7.7,3.0,149.1,0.3,8.4,2776,4855,148.9,3.2,2.6,0.4,0.9
