 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,HETARB_P4_R1_W_00002.jpg,0.0,21.5,0.7,21.5,0.7,2.3,21.5,0.3,0.1,0.7,0.8,0.0,91.4,0.1,0.7,5088,75,94.0,0.1,17.7,0.1,0.8
2,HETARB_P4_R1_W_00002.jpg,12.6,16.7,7.7,16.7,7.7,21.5,14.1,6.1,6.0,3.4,5.6,2.9,164.6,0.3,6.1,3332,1675,169.9,3.1,1.9,0.5,0.9
3,HETARB_P4_R1_W_00002.jpg,19.9,0.9,16.6,0.9,16.7,115.6,0.0,7.9,2.3,15.9,13.3,1.9,93.5,0.0,15.9,0,1868,90.6,2.2,7.0,0.1,0.7
4,HETARB_P4_R1_W_00002.jpg,1.6,1.5,8.8,1.5,8.8,11.9,0.9,8.0,1.1,2.0,2.1,1.0,104.5,0.1,2.2,210,1890,119.9,1.1,2.1,0.5,0.8
5,HETARB_P4_R1_W_00002.jpg,17.4,7.0,9.9,7.0,9.9,29.8,3.3,8.2,8.5,3.3,7.5,3.0,176.8,0.2,8.5,773,2322,177.6,3.2,2.5,0.4,0.9
6,HETARB_P4_R1_W_00002.jpg,0.2,1.1,9.3,1.1,9.2,3.0,0.9,9.0,0.4,0.6,0.7,0.4,91.0,0.3,0.7,216,2126,124.5,0.4,1.5,0.7,0.9
7,HETARB_P4_R1_W_00002.jpg,0.2,1.1,9.9,1.1,9.9,3.0,0.9,9.6,0.4,0.6,0.7,0.4,92.0,0.3,0.7,219,2273,124.0,0.4,1.5,0.6,0.9
8,HETARB_P4_R1_W_00002.jpg,1.3,1.7,11.0,1.7,11.0,13.7,1.3,9.9,0.7,2.2,2.4,0.7,91.2,0.1,2.3,332,2881,74.8,0.7,3.5,0.3,0.9
9,HETARB_P4_R1_W_00002.jpg,0.2,1.1,10.5,1.1,10.5,3.0,0.9,10.2,0.4,0.6,0.7,0.4,92.4,0.3,0.7,223,2422,124.4,0.4,1.5,0.6,0.9
10,HETARB_P4_R1_W_00002.jpg,0.4,1.1,11.4,1.1,11.4,6.0,0.9,10.8,0.4,1.2,1.3,0.4,91.3,0.2,1.2,226,2571,109.2,0.4,3.1,0.3,0.9
