 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,HETARB_P7_R1_W_00001.jpg,0.0,7.2,0.9,7.2,0.9,0.5,7.1,0.8,0.1,0.2,0.2,0.1,107.2,0.7,0.2,1689,192,122.2,0.1,1.4,0.7,0.9
2,HETARB_P7_R1_W_00001.jpg,11.9,16.0,3.1,16.0,3.1,23.4,12.4,1.5,6.2,3.3,5.6,2.7,164.0,0.3,6.4,2940,510,167.2,3.0,2.0,0.5,0.9
3,HETARB_P7_R1_W_00001.jpg,11.6,8.0,7.7,8.0,7.7,26.5,4.2,6.2,6.5,2.9,5.6,2.7,1.4,0.2,6.5,992,1900,3.3,2.9,2.1,0.5,0.9
4,HETARB_P7_R1_W_00001.jpg,17.1,1.8,16.6,1.8,16.6,102.5,0.9,8.7,2.6,15.1,15.8,1.4,92.3,0.0,15.2,243,2069,99.2,2.3,11.5,0.1,0.7
5,HETARB_P7_R1_W_00001.jpg,1.0,2.7,9.2,2.7,9.2,4.7,2.1,8.7,1.2,1.0,1.3,1.0,11.4,0.6,1.4,507,2295,38.4,1.0,1.3,0.8,0.9
6,HETARB_P7_R1_W_00001.jpg,0.7,2.9,10.1,2.9,10.1,7.8,2.6,9.4,0.7,1.4,1.2,0.7,91.6,0.1,1.5,614,2527,63.9,0.7,1.7,0.6,0.8
7,HETARB_P7_R1_W_00001.jpg,0.2,2.3,10.0,2.3,10.0,3.0,2.1,9.7,0.4,0.6,0.7,0.4,91.0,0.3,0.7,508,2303,125.5,0.4,1.5,0.7,0.9
8,HETARB_P7_R1_W_00001.jpg,12.5,16.4,11.9,16.4,11.9,26.1,12.4,10.3,7.0,3.0,5.9,2.7,175.2,0.2,7.0,2936,2769,175.1,3.0,2.2,0.5,0.8
9,HETARB_P7_R1_W_00001.jpg,0.2,2.4,10.6,2.4,10.6,3.0,2.2,10.3,0.4,0.6,0.7,0.4,91.7,0.3,0.7,511,2450,125.0,0.4,1.5,0.7,0.9
10,HETARB_P7_R1_W_00001.jpg,4.3,3.1,15.4,3.1,15.4,53.2,2.6,10.7,0.9,8.9,8.7,0.6,91.3,0.0,8.9,614,2534,95.6,0.8,13.8,0.1,0.6
11,HETARB_P7_R1_W_00001.jpg,0.2,2.4,11.3,2.4,11.2,2.9,2.2,10.9,0.4,0.6,0.7,0.4,92.3,0.3,0.7,516,2596,124.0,0.4,1.6,0.6,0.9
12,HETARB_P7_R1_W_00001.jpg,0.4,2.4,12.2,2.4,12.2,5.9,2.2,11.6,0.4,1.2,1.3,0.4,91.6,0.2,1.2,520,2746,109.4,0.4,3.1,0.3,0.9
13,HETARB_P7_R1_W_00001.jpg,0.2,2.4,13.1,2.4,13.1,3.0,2.2,12.8,0.4,0.6,0.7,0.4,92.2,0.3,0.7,527,3033,124.5,0.4,1.5,0.7,0.9
14,HETARB_P7_R1_W_00001.jpg,0.6,3.0,13.4,3.0,13.4,6.6,2.6,12.9,0.7,1.1,1.2,0.7,91.5,0.2,1.2,632,3316,60.2,0.7,1.7,0.6,0.9
15,HETARB_P7_R1_W_00001.jpg,0.2,2.4,13.7,2.4,13.7,2.9,2.2,13.4,0.4,0.6,0.6,0.4,92.0,0.3,0.7,532,3320,57.4,0.4,1.5,0.7,0.9
16,HETARB_P7_R1_W_00001.jpg,0.7,3.0,14.6,3.0,14.6,6.6,2.7,14.0,0.7,1.1,1.2,0.7,91.2,0.2,1.3,639,3582,60.8,0.7,1.7,0.6,0.9
17,HETARB_P7_R1_W_00001.jpg,0.2,2.4,14.3,2.4,14.3,2.9,2.2,14.0,0.4,0.6,0.6,0.4,91.8,0.3,0.7,533,3327,125.4,0.4,1.5,0.7,0.9
18,HETARB_P7_R1_W_00001.jpg,16.5,8.4,16.0,8.4,16.0,29.8,3.9,14.2,7.7,3.5,6.6,3.2,175.3,0.2,7.7,932,3755,177.3,3.5,2.1,0.5,0.9
19,HETARB_P7_R1_W_00001.jpg,0.2,2.5,14.9,2.5,14.9,3.0,2.3,14.6,0.4,0.6,0.7,0.4,91.7,0.3,0.7,540,3615,58.6,0.4,1.6,0.6,0.9
20,HETARB_P7_R1_W_00001.jpg,0.2,2.5,15.6,2.5,15.5,2.8,2.3,15.3,0.4,0.6,0.6,0.4,91.1,0.3,0.7,540,3622,126.0,0.4,1.5,0.7,0.9
21,HETARB_P7_R1_W_00001.jpg,0.2,2.5,16.2,2.5,16.2,2.8,2.3,15.9,0.4,0.6,0.7,0.4,92.1,0.4,0.7,543,3763,124.4,0.4,1.6,0.6,0.9
22,HETARB_P7_R1_W_00001.jpg,0.2,2.5,16.8,2.5,16.8,3.0,2.3,16.5,0.4,0.6,0.7,0.4,91.6,0.3,0.7,546,3913,125.5,0.4,1.5,0.7,0.9
23,HETARB_P7_R1_W_00001.jpg,0.2,2.5,17.4,2.5,17.4,2.9,2.3,17.1,0.4,0.6,0.7,0.4,92.2,0.3,0.7,550,4058,124.4,0.4,1.6,0.6,0.9
24,HETARB_P7_R1_W_00001.jpg,0.2,2.5,18.0,2.5,18.0,3.0,2.3,17.7,0.4,0.6,0.7,0.4,92.0,0.3,0.7,557,4347,57.9,0.4,1.5,0.7,0.9
25,HETARB_P7_R1_W_00001.jpg,0.0,10.0,17.8,10.0,17.8,0.7,10.0,17.7,0.1,0.1,0.1,0.1,129.3,0.2,0.2,2368,4208,130.8,0.1,1.4,0.7,0.7
