 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,MANDEN_P1_R1_W_00001.jpg,0.0,7.2,0.9,7.2,0.9,0.5,7.1,0.8,0.1,0.2,0.2,0.1,99.1,0.7,0.2,1688,191,119.6,0.1,1.4,0.7,0.9
2,MANDEN_P1_R1_W_00001.jpg,3.0,14.8,6.1,14.8,6.1,11.7,13.9,4.3,1.8,3.7,3.5,1.1,64.6,0.3,4.0,3320,1903,66.3,1.1,3.2,0.3,0.9
3,MANDEN_P1_R1_W_00001.jpg,33.4,5.6,13.6,5.6,13.6,101.1,3.5,6.0,4.2,15.2,16.9,2.5,97.3,0.0,15.2,1294,5035,88.9,2.3,6.7,0.1,1.0
4,MANDEN_P1_R1_W_00001.jpg,1.9,11.5,10.1,11.5,10.1,8.1,10.4,8.6,1.9,2.7,2.7,0.9,120.6,0.4,3.2,2492,2034,123.1,1.0,3.0,0.3,0.9
5,MANDEN_P1_R1_W_00001.jpg,2.8,15.2,13.2,15.2,13.2,10.2,12.9,12.5,4.2,1.3,3.6,1.0,13.6,0.3,4.4,3062,3283,14.3,1.0,3.7,0.3,0.9
6,MANDEN_P1_R1_W_00001.jpg,2.3,10.8,17.4,10.8,17.4,8.5,9.1,16.5,3.1,1.7,2.9,1.0,153.9,0.4,3.4,2170,3918,153.7,1.1,2.9,0.3,0.9
7,MANDEN_P1_R1_W_00001.jpg,2.4,15.0,19.0,15.0,19.0,8.3,13.7,17.9,2.3,2.3,2.7,1.1,48.1,0.4,3.1,3244,4791,45.0,1.2,2.3,0.4,0.9
8,MANDEN_P1_R1_W_00001.jpg,0.0,20.9,21.0,20.9,21.0,1.4,20.8,20.9,0.2,0.2,0.1,0.1,54.6,0.1,0.2,4936,4949,108.4,0.2,1.0,1.0,0.5
