 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,ERIKAR_P6_R1_W_00001.jpg,0.0,1.7,0.0,1.7,0.0,1.5,1.4,0.0,0.6,0.1,0.6,0.1,0.5,0.2,0.6,329,16,4.8,0.1,8.5,0.1,0.9
2,ERIKAR_P6_R1_W_00001.jpg,0.1,3.6,0.0,3.5,0.0,3.4,2.8,0.0,1.5,0.1,1.6,0.1,0.0,0.1,1.5,668,1,178.4,0.1,24.8,0.0,1.0
3,ERIKAR_P6_R1_W_00001.jpg,0.7,16.4,6.9,16.4,6.9,5.8,15.1,6.6,2.4,0.7,2.2,0.4,12.4,0.3,2.4,3586,1707,14.2,0.5,5.4,0.2,0.9
4,ERIKAR_P6_R1_W_00001.jpg,32.6,2.5,18.3,2.5,18.2,141.2,1.2,10.7,2.6,15.1,16.8,2.5,88.7,0.0,15.2,305,6107,80.5,2.3,6.8,0.1,0.9
5,ERIKAR_P6_R1_W_00001.jpg,0.7,9.7,11.1,9.7,11.1,5.6,8.4,10.9,2.4,0.5,2.0,0.4,172.8,0.3,2.4,1993,2602,174.6,0.5,4.8,0.2,0.8
6,ERIKAR_P6_R1_W_00001.jpg,0.0,1.5,12.6,1.5,12.6,1.7,1.5,12.3,0.1,0.6,0.6,0.0,88.9,0.1,0.6,365,3050,87.9,0.1,21.2,0.0,0.5
7,ERIKAR_P6_R1_W_00001.jpg,0.6,15.5,15.1,15.5,15.1,5.1,14.5,14.6,2.0,1.0,2.0,0.4,153.8,0.3,2.2,3445,3463,155.0,0.4,5.5,0.2,0.9
8,ERIKAR_P6_R1_W_00001.jpg,0.0,1.5,16.4,1.5,16.4,1.8,1.4,16.0,0.1,0.6,0.6,0.0,88.2,0.1,0.6,343,3948,87.2,0.1,20.6,0.0,0.5
9,ERIKAR_P6_R1_W_00001.jpg,0.7,9.5,18.0,9.5,18.0,5.4,8.3,17.7,2.4,0.5,2.1,0.4,176.3,0.3,2.4,1958,4237,174.7,0.5,5.0,0.2,0.9
10,ERIKAR_P6_R1_W_00001.jpg,0.4,12.7,21.4,12.7,21.4,4.2,11.7,21.2,1.8,0.5,1.7,0.3,165.9,0.3,1.9,2780,5037,166.7,0.3,5.4,0.2,0.9
