 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,ARTCAL_P4_R1_W_00001.jpg,0.2,16.2,3.8,16.2,3.8,4.7,15.4,3.4,1.3,0.7,0.8,0.3,9.2,0.1,1.3,3644,929,8.7,0.7,2.8,0.4,0.4
2,ARTCAL_P4_R1_W_00001.jpg,0.2,9.1,6.6,9.1,6.6,4.0,8.3,6.4,1.4,0.4,1.2,0.2,3.4,0.1,1.4,1965,1591,11.6,0.4,6.0,0.2,0.5
3,ARTCAL_P4_R1_W_00001.jpg,33.6,2.0,17.0,2.0,17.0,85.0,0.8,9.4,2.3,15.1,16.9,2.5,90.1,0.1,15.2,229,5813,82.2,2.3,6.7,0.1,1.0
4,ARTCAL_P4_R1_W_00001.jpg,0.2,15.3,11.9,15.3,11.9,4.3,14.5,11.5,1.2,0.6,0.8,0.2,11.7,0.1,1.2,3448,2862,1.2,0.6,3.5,0.3,0.4
5,ARTCAL_P4_R1_W_00001.jpg,0.2,9.0,13.4,9.0,13.4,3.9,8.4,13.1,1.1,0.6,0.8,0.2,18.7,0.1,1.2,1989,3240,24.1,0.4,3.4,0.3,0.4
6,ARTCAL_P4_R1_W_00001.jpg,0.2,11.6,21.1,11.6,21.1,3.7,10.8,20.9,1.3,0.4,1.1,0.2,178.9,0.1,1.3,2567,5012,2.6,0.3,6.3,0.2,0.5
