 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,ARTCAL_P2_R1_W_00003.jpg,0.2,21.2,3.5,21.2,3.4,15.8,21.0,0.0,0.3,7.0,7.4,0.0,92.1,0.0,7.0,4988,0,92.1,0.1,175.4,0.0,0.6
2,ARTCAL_P2_R1_W_00003.jpg,0.0,7.2,2.8,7.2,2.8,0.3,7.1,2.7,0.1,0.1,0.1,0.1,10.9,0.7,0.1,1684,650,166.6,0.1,1.3,0.8,0.9
3,ARTCAL_P2_R1_W_00003.jpg,0.0,18.0,3.6,18.0,3.6,0.1,18.0,3.6,0.0,0.0,0.0,0.0,134.9,0.8,0.1,4262,853,141.3,0.0,1.6,0.6,0.9
4,ARTCAL_P2_R1_W_00003.jpg,0.0,3.5,3.9,3.5,3.9,0.2,3.4,3.9,0.1,0.0,0.0,0.0,42.0,0.6,0.1,817,928,14.0,0.0,1.2,0.8,0.8
5,ARTCAL_P2_R1_W_00003.jpg,0.2,16.6,5.0,16.6,5.0,6.5,15.8,4.6,1.8,0.9,0.9,0.3,179.4,0.1,1.8,3744,1226,3.4,0.8,3.0,0.3,0.3
6,ARTCAL_P2_R1_W_00003.jpg,0.2,10.3,6.7,10.3,6.7,5.2,9.7,6.4,1.5,0.7,0.8,0.3,8.2,0.1,1.5,2293,1601,4.7,0.6,3.2,0.3,0.3
7,ARTCAL_P2_R1_W_00003.jpg,0.0,3.5,9.8,3.5,9.8,0.2,3.5,9.7,0.1,0.1,0.1,0.1,63.8,0.8,0.1,834,2324,56.3,0.1,1.5,0.7,0.9
8,ARTCAL_P2_R1_W_00003.jpg,33.6,3.4,18.0,3.4,18.0,79.6,2.2,10.4,2.4,15.1,16.9,2.5,89.6,0.1,15.2,538,6046,81.6,2.3,6.7,0.1,1.0
9,ARTCAL_P2_R1_W_00003.jpg,0.0,2.3,10.5,2.3,10.5,0.2,2.3,10.5,0.0,0.1,0.1,0.0,75.7,0.5,0.1,549,2496,63.4,0.0,2.1,0.5,0.7
10,ARTCAL_P2_R1_W_00003.jpg,0.0,2.3,10.6,2.3,10.6,0.3,2.3,10.5,0.0,0.1,0.1,0.0,92.3,0.3,0.1,550,2500,98.1,0.0,3.8,0.3,0.6
11,ARTCAL_P2_R1_W_00003.jpg,0.0,0.0,11.3,0.0,11.3,0.2,0.0,11.3,0.0,0.1,0.1,0.0,97.3,0.4,0.1,5,2679,107.4,0.0,3.8,0.3,0.8
12,ARTCAL_P2_R1_W_00003.jpg,0.1,15.9,13.3,15.9,13.3,3.7,15.5,13.0,1.0,0.7,0.9,0.2,25.0,0.1,1.1,3681,3209,30.8,0.4,3.9,0.3,0.5
13,ARTCAL_P2_R1_W_00003.jpg,0.0,19.9,13.1,19.9,13.1,0.3,19.9,13.0,0.0,0.1,0.1,0.0,88.6,0.4,0.1,4727,3113,83.9,0.0,3.6,0.3,0.8
14,ARTCAL_P2_R1_W_00003.jpg,0.0,8.8,13.8,8.8,13.8,0.4,8.8,13.7,0.0,0.1,0.1,0.0,84.5,0.2,0.1,2076,3280,80.3,0.0,6.3,0.2,0.6
15,ARTCAL_P2_R1_W_00003.jpg,0.0,9.7,13.8,9.7,13.8,0.2,9.7,13.7,0.0,0.1,0.1,0.0,104.6,0.3,0.1,2294,3251,103.2,0.0,2.5,0.4,0.6
16,ARTCAL_P2_R1_W_00003.jpg,0.0,11.5,14.2,11.5,14.2,0.2,11.5,14.2,0.0,0.1,0.1,0.0,126.2,0.5,0.1,2718,3358,121.0,0.0,2.5,0.4,0.7
17,ARTCAL_P2_R1_W_00003.jpg,0.0,12.5,14.5,12.5,14.5,0.3,12.5,14.5,0.1,0.1,0.1,0.0,12.9,0.3,0.1,2952,3447,15.5,0.1,1.3,0.7,0.7
18,ARTCAL_P2_R1_W_00003.jpg,0.0,9.7,14.9,9.7,14.9,0.1,9.7,14.9,0.0,0.1,0.1,0.0,87.5,0.7,0.1,2306,3538,81.3,0.0,1.9,0.5,0.8
19,ARTCAL_P2_R1_W_00003.jpg,0.0,9.3,15.1,9.3,15.1,0.1,9.3,15.1,0.0,0.0,0.1,0.0,48.8,0.8,0.1,2205,3584,42.3,0.0,2.1,0.5,0.9
20,ARTCAL_P2_R1_W_00003.jpg,0.2,8.9,15.8,8.9,15.8,5.2,8.5,15.6,1.2,0.6,0.8,0.3,17.9,0.1,1.3,2004,3770,13.7,0.5,2.9,0.3,0.4
21,ARTCAL_P2_R1_W_00003.jpg,0.0,12.5,16.3,12.5,16.3,0.1,12.5,16.3,0.0,0.0,0.1,0.0,144.2,0.8,0.1,2961,3865,140.7,0.0,2.1,0.5,0.9
22,ARTCAL_P2_R1_W_00003.jpg,0.0,1.9,16.7,1.9,16.7,0.2,1.8,16.7,0.0,0.1,0.1,0.0,63.6,0.8,0.1,438,3970,61.7,0.0,1.4,0.7,0.8
23,ARTCAL_P2_R1_W_00003.jpg,0.0,2.3,17.3,2.3,17.3,0.3,2.3,17.2,0.0,0.1,0.1,0.0,92.9,0.3,0.1,539,4080,104.0,0.0,2.5,0.4,0.7
24,ARTCAL_P2_R1_W_00003.jpg,0.0,19.2,17.3,19.2,17.3,0.2,19.1,17.3,0.1,0.1,0.1,0.0,44.4,0.6,0.1,4535,4108,31.6,0.0,1.7,0.6,0.8
25,ARTCAL_P2_R1_W_00003.jpg,0.0,7.8,17.3,7.8,17.3,0.2,7.8,17.3,0.1,0.1,0.1,0.0,36.9,0.4,0.1,1843,4106,23.2,0.0,1.8,0.6,0.7
