 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,MALLAU_P7_R1_W_00001.jpg,2.6,0.1,4.9,0.1,4.9,19.9,0.0,0.0,0.3,9.3,10.2,0.3,90.0,0.1,9.3,0,2221,88.2,0.3,31.4,0.0,1.0
2,MALLAU_P7_R1_W_00001.jpg,16.1,15.8,2.6,15.8,2.6,25.5,9.7,1.3,10.6,2.6,8.4,2.4,0.5,0.3,10.6,2295,618,179.5,2.6,3.4,0.3,0.9
3,MALLAU_P7_R1_W_00001.jpg,19.9,7.1,5.3,7.1,5.3,28.1,0.8,3.9,11.5,2.8,9.5,2.7,178.7,0.3,11.5,180,1098,175.6,2.8,3.6,0.3,0.9
4,MALLAU_P7_R1_W_00001.jpg,54.1,4.4,16.8,4.5,16.8,196.2,0.0,9.4,21.5,17.7,9.2,7.5,12.9,0.0,27.8,0,2230,140.7,16.2,1.2,0.8,0.2
5,MALLAU_P7_R1_W_00001.jpg,14.3,17.3,14.5,17.3,14.5,23.5,11.7,13.2,9.4,2.5,7.5,2.4,178.4,0.3,9.5,2764,3350,175.3,2.5,3.1,0.3,0.9
6,MALLAU_P7_R1_W_00001.jpg,28.6,15.8,20.3,15.8,20.3,34.9,7.5,18.4,14.0,3.7,10.9,3.3,176.5,0.3,14.1,1780,4780,176.2,3.6,3.3,0.3,0.9
7,MALLAU_P7_R1_W_00001.jpg,0.0,14.6,26.7,14.6,26.7,0.5,14.5,26.6,0.1,0.2,0.2,0.1,105.6,0.7,0.2,3450,6316,119.6,0.1,1.4,0.7,0.9
