 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,HETARB_P5_R1_W_00001.jpg,0.0,21.2,0.4,21.2,0.4,1.8,21.1,0.0,0.1,0.7,0.7,0.0,91.4,0.1,0.7,5017,10,92.5,0.0,17.7,0.1,0.8
2,HETARB_P5_R1_W_00001.jpg,0.0,7.2,0.9,7.2,0.9,0.5,7.1,0.8,0.1,0.2,0.2,0.1,104.4,0.7,0.2,1689,191,121.9,0.1,1.4,0.7,0.9
3,HETARB_P5_R1_W_00001.jpg,0.0,21.2,1.4,21.2,1.4,2.3,21.1,0.9,0.1,1.0,1.0,0.0,91.2,0.1,1.0,5016,215,93.0,0.1,25.6,0.0,0.7
4,HETARB_P5_R1_W_00001.jpg,0.0,21.2,2.1,21.2,2.1,1.4,21.2,1.9,0.1,0.5,0.4,0.0,90.0,0.1,0.5,5020,556,85.8,0.1,10.2,0.1,0.7
5,HETARB_P5_R1_W_00001.jpg,0.2,21.3,5.2,21.3,5.2,12.9,21.2,2.3,0.1,5.7,6.0,0.0,91.0,0.0,5.7,5030,550,91.0,0.1,140.2,0.0,0.6
6,HETARB_P5_R1_W_00001.jpg,15.7,14.3,8.0,14.3,8.0,25.6,11.0,6.1,7.6,3.5,6.9,2.9,166.0,0.3,7.8,2604,1682,165.8,3.1,2.4,0.4,0.9
7,HETARB_P5_R1_W_00001.jpg,12.7,0.5,15.5,0.5,15.5,57.3,0.0,7.9,1.9,15.1,13.5,1.2,89.7,0.0,15.2,0,1882,96.9,1.9,11.4,0.1,0.5
8,HETARB_P5_R1_W_00001.jpg,0.2,0.8,9.2,0.8,9.2,3.1,0.6,8.9,0.4,0.6,0.7,0.4,91.3,0.3,0.7,140,2119,124.8,0.4,1.5,0.7,0.9
9,HETARB_P5_R1_W_00001.jpg,14.6,4.7,11.0,4.7,11.0,25.4,1.7,9.1,6.9,3.7,6.1,3.0,17.6,0.3,7.2,410,2846,16.7,3.3,2.0,0.5,0.9
10,HETARB_P5_R1_W_00001.jpg,0.2,0.8,9.9,0.8,9.8,2.9,0.6,9.6,0.4,0.6,0.7,0.4,92.3,0.3,0.7,144,2266,124.1,0.4,1.5,0.7,0.9
11,HETARB_P5_R1_W_00001.jpg,1.3,1.4,11.0,1.4,11.0,15.3,1.0,9.9,0.7,2.2,2.4,0.7,91.0,0.1,2.3,246,2352,107.1,0.7,3.4,0.3,0.9
12,HETARB_P5_R1_W_00001.jpg,0.2,0.8,10.5,0.8,10.5,3.0,0.6,10.2,0.4,0.6,0.7,0.4,92.1,0.3,0.7,148,2556,58.0,0.4,1.5,0.6,0.9
13,HETARB_P5_R1_W_00001.jpg,0.4,0.8,11.4,0.8,11.4,5.9,0.6,10.8,0.4,1.2,1.3,0.4,91.3,0.2,1.2,149,2563,109.5,0.4,3.1,0.3,0.9
14,HETARB_P5_R1_W_00001.jpg,0.2,0.8,12.3,0.8,12.3,2.9,0.6,12.0,0.4,0.6,0.7,0.4,92.3,0.3,0.7,155,2851,124.6,0.4,1.5,0.6,0.9
15,HETARB_P5_R1_W_00001.jpg,0.7,1.4,12.7,1.4,12.7,6.9,1.1,12.1,0.7,1.1,1.2,0.7,91.1,0.2,1.3,256,2880,121.8,0.7,1.7,0.6,0.9
16,HETARB_P5_R1_W_00001.jpg,17.6,15.0,14.0,15.0,14.0,26.8,11.5,12.3,8.1,3.5,7.2,3.1,2.5,0.3,8.1,2719,3365,176.9,3.4,2.3,0.4,0.9
17,HETARB_P5_R1_W_00001.jpg,0.2,0.9,12.9,0.9,12.9,3.0,0.7,12.6,0.4,0.6,0.7,0.4,92.4,0.3,0.7,158,2998,125.1,0.4,1.5,0.7,0.9
18,HETARB_P5_R1_W_00001.jpg,0.7,1.5,13.8,1.5,13.8,7.4,1.1,13.2,0.7,1.2,1.2,0.7,91.2,0.1,1.3,267,3401,61.1,0.7,1.7,0.6,0.8
19,HETARB_P5_R1_W_00001.jpg,0.2,0.9,13.6,0.9,13.5,2.9,0.7,13.3,0.4,0.6,0.6,0.4,91.2,0.3,0.7,161,3145,126.4,0.4,1.5,0.7,0.9
20,HETARB_P5_R1_W_00001.jpg,0.2,0.9,14.2,0.9,14.2,3.0,0.7,13.9,0.4,0.6,0.7,0.4,91.6,0.3,0.7,164,3288,123.8,0.4,1.6,0.6,0.9
21,HETARB_P5_R1_W_00001.jpg,3.5,1.5,17.2,1.5,17.2,39.9,0.8,14.4,1.1,5.5,5.5,0.8,90.5,0.0,5.6,267,3407,97.5,1.1,6.9,0.1,0.7
22,HETARB_P5_R1_W_00001.jpg,0.2,0.9,14.8,0.9,14.8,3.0,0.7,14.5,0.4,0.6,0.6,0.4,91.8,0.3,0.7,168,3438,125.1,0.4,1.5,0.7,0.9
23,HETARB_P5_R1_W_00001.jpg,0.2,0.9,15.4,0.9,15.4,2.9,0.7,15.1,0.4,0.6,0.7,0.4,91.7,0.3,0.7,172,3725,58.3,0.4,1.6,0.6,0.9
24,HETARB_P5_R1_W_00001.jpg,0.2,0.9,16.0,0.9,16.0,2.9,0.7,15.7,0.4,0.6,0.6,0.4,91.1,0.3,0.7,172,3732,125.2,0.4,1.5,0.7,0.9
25,HETARB_P5_R1_W_00001.jpg,0.2,0.9,16.6,0.9,16.6,3.0,0.7,16.3,0.4,0.6,0.7,0.4,91.7,0.3,0.7,175,3877,124.5,0.4,1.5,0.7,0.9
26,HETARB_P5_R1_W_00001.jpg,0.2,0.9,17.3,0.9,17.3,3.0,0.7,17.0,0.4,0.6,0.7,0.4,92.2,0.3,0.7,182,4165,58.1,0.4,1.5,0.6,0.9
27,HETARB_P5_R1_W_00001.jpg,0.0,15.7,17.7,15.7,17.7,0.7,15.6,17.7,0.2,0.1,0.1,0.1,4.1,0.3,0.2,3703,4212,3.8,0.1,1.5,0.6,0.7
28,HETARB_P5_R1_W_00001.jpg,0.0,10.0,17.8,10.0,17.8,0.6,9.9,17.8,0.2,0.1,0.2,0.1,136.6,0.6,0.2,2355,4210,143.4,0.1,1.6,0.6,0.8
29,HETARB_P5_R1_W_00001.jpg,0.2,1.0,18.5,1.0,18.5,3.0,0.8,18.2,0.4,0.6,0.6,0.4,91.9,0.3,0.7,183,4318,126.3,0.4,1.5,0.7,0.9
30,HETARB_P5_R1_W_00001.jpg,13.0,5.6,20.3,5.6,20.3,22.0,2.8,18.6,6.8,3.3,5.8,2.9,7.1,0.3,6.8,668,4921,4.5,3.2,2.0,0.5,0.9
31,HETARB_P5_R1_W_00001.jpg,0.2,1.0,19.1,1.0,19.1,2.9,0.8,18.8,0.4,0.6,0.7,0.4,91.8,0.3,0.7,187,4459,124.4,0.4,1.5,0.6,0.9
32,HETARB_P5_R1_W_00001.jpg,0.2,1.0,19.7,1.0,19.7,3.0,0.8,19.4,0.4,0.6,0.7,0.4,92.3,0.3,0.7,192,4749,57.7,0.4,1.6,0.6,0.9
33,HETARB_P5_R1_W_00001.jpg,1.3,1.6,21.0,1.6,21.0,15.8,1.2,19.9,0.7,2.2,2.4,0.7,90.9,0.1,2.3,306,5248,75.5,0.7,3.6,0.3,0.9
34,HETARB_P5_R1_W_00001.jpg,0.2,1.0,20.4,1.0,20.3,2.9,0.8,20.1,0.4,0.6,0.6,0.4,91.8,0.3,0.7,195,4893,56.6,0.4,1.5,0.7,0.9
35,HETARB_P5_R1_W_00001.jpg,12.6,14.6,22.3,14.6,22.3,21.9,11.8,20.5,6.4,3.4,5.9,2.7,160.0,0.3,6.7,2795,5052,161.3,2.9,2.2,0.5,0.9
36,HETARB_P5_R1_W_00001.jpg,0.4,1.0,21.3,1.0,21.3,6.2,0.8,20.7,0.4,1.2,1.3,0.4,91.1,0.1,1.3,196,4900,108.9,0.4,3.2,0.3,0.9
37,HETARB_P5_R1_W_00001.jpg,0.2,1.0,22.2,1.0,22.2,3.0,0.8,21.9,0.4,0.6,0.7,0.4,91.2,0.3,0.7,204,5338,57.5,0.4,1.6,0.6,0.9
