 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,MALLAU_P1_R1_W_00001.jpg,0.8,0.7,6.9,0.7,6.9,40.2,0.0,0.0,3.2,17.0,3.4,0.3,84.7,0.0,17.3,4,4040,79.4,2.5,11.1,0.1,0.0
2,MALLAU_P1_R1_W_00001.jpg,18.9,15.1,4.6,15.1,4.6,24.2,10.0,2.8,9.2,3.5,7.5,3.2,175.1,0.4,9.3,2369,931,172.5,3.5,2.3,0.4,0.9
3,MALLAU_P1_R1_W_00001.jpg,31.6,3.0,12.1,3.0,12.0,172.4,1.3,4.5,3.4,15.1,16.8,2.4,85.9,0.0,15.2,334,4617,77.5,2.3,7.0,0.1,0.9
4,MALLAU_P1_R1_W_00001.jpg,0.1,2.1,8.5,2.1,8.5,9.9,2.0,6.3,0.4,4.3,4.6,0.0,85.8,0.0,4.3,472,2508,85.6,0.1,140.8,0.0,0.5
5,MALLAU_P1_R1_W_00001.jpg,24.4,12.5,9.7,12.5,9.7,29.3,6.4,7.7,10.8,3.9,9.0,3.5,176.8,0.4,10.9,1524,2375,177.3,3.7,2.6,0.4,0.9
6,MALLAU_P1_R1_W_00001.jpg,0.0,2.0,11.0,2.0,11.0,2.3,1.9,10.6,0.1,0.9,0.9,0.0,86.0,0.1,0.9,460,2724,86.0,0.1,24.1,0.0,0.6
7,MALLAU_P1_R1_W_00001.jpg,0.0,1.8,13.0,1.8,13.0,1.2,1.8,12.8,0.1,0.5,0.5,0.0,86.0,0.1,0.5,425,3140,83.1,0.1,14.0,0.1,0.7
8,MALLAU_P1_R1_W_00001.jpg,17.0,15.4,15.3,15.4,15.3,24.0,10.6,13.6,9.2,3.1,7.9,2.8,177.6,0.4,9.2,2505,3699,177.4,3.1,2.9,0.3,0.9
9,MALLAU_P1_R1_W_00001.jpg,18.4,9.3,19.5,9.3,19.5,26.9,3.4,17.9,10.4,3.4,8.5,2.7,11.1,0.3,10.5,808,4836,8.5,3.0,3.1,0.3,0.9
10,MALLAU_P1_R1_W_00001.jpg,14.8,15.8,24.7,15.8,24.7,23.1,10.5,23.3,9.0,2.9,7.1,2.6,174.4,0.3,9.0,2499,5552,176.3,2.7,2.7,0.4,0.9
11,MALLAU_P1_R1_W_00001.jpg,0.1,10.7,27.6,10.7,27.6,42.7,0.0,27.6,21.3,0.0,60.2,0.0,180.0,6.214E-4,21.3,0,6541,180.0,0.0,31629.0,3.162E-5,0.6
