 ,Label,Area,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,SALAPI_P4_R1_W_00002.jpg,1.2,0.2,2.2,0.2,2.2,9.1,0.0,0.0,0.3,4.1,4.3,0.4,89.9,0.2,4.1,0,971,85.5,0.3,12.4,0.1,0.9
2,SALAPI_P4_R1_W_00002.jpg,0.1,21.6,1.3,21.6,1.4,4.7,21.6,0.4,0.1,1.9,2.0,0.0,91.0,0.0,1.9,5115,94,91.0,0.1,49.2,0.0,0.6
3,SALAPI_P4_R1_W_00002.jpg,0.0,7.6,0.9,7.6,0.9,0.5,7.5,0.8,0.1,0.2,0.2,0.1,108.3,0.7,0.2,1784,190,123.7,0.1,1.4,0.7,0.9
4,SALAPI_P4_R1_W_00002.jpg,0.3,21.7,6.0,21.7,6.1,16.1,21.6,2.3,0.2,7.4,8.0,0.0,91.0,0.0,7.4,5124,544,91.1,0.1,191.5,0.0,0.6
5,SALAPI_P4_R1_W_00002.jpg,8.6,16.4,5.2,16.5,5.2,17.6,12.4,4.0,7.0,2.4,5.9,1.9,163.6,0.3,7.2,2952,1002,163.9,2.1,3.1,0.3,0.9
6,SALAPI_P4_R1_W_00002.jpg,33.4,1.1,12.0,1.1,12.0,95.9,0.0,4.1,2.3,23.5,17.8,2.4,89.6,0.0,23.6,70,6543,85.7,2.3,7.5,0.1,0.8
7,SALAPI_P4_R1_W_00002.jpg,8.8,9.8,8.4,9.7,8.4,30.1,5.2,7.4,8.0,2.1,6.1,1.9,178.0,0.1,8.0,1236,1978,178.1,2.1,3.3,0.3,0.8
8,SALAPI_P4_R1_W_00002.jpg,9.2,15.8,13.9,15.9,13.9,19.3,11.2,12.9,8.0,2.0,6.3,1.9,179.3,0.3,8.0,2660,3192,178.5,2.0,3.4,0.3,0.9
9,SALAPI_P4_R1_W_00002.jpg,14.7,8.9,17.3,9.0,17.3,24.6,3.3,15.9,9.8,2.5,8.0,2.4,178.6,0.3,9.8,772,4190,178.1,2.5,3.4,0.3,0.9
10,SALAPI_P4_R1_W_00002.jpg,0.0,21.4,16.8,21.4,16.8,0.5,21.4,16.7,0.2,0.1,0.1,0.1,175.4,0.5,0.2,5061,3983,177.2,0.1,1.5,0.7,0.8
11,SALAPI_P4_R1_W_00002.jpg,9.0,14.2,23.0,14.2,23.0,36.7,9.5,22.0,8.2,2.1,6.1,1.9,2.0,0.1,8.2,2242,5480,0.2,2.1,3.3,0.3,0.8
